com_id,com_nam,lin_ima,is_lob,dat_fil
"C00374447","AECOM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_10990730978+0","Y","2010-06-07"
"C00374447","AECOM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_10930019018+0","Y","2010-01-07"
"C00374447","AECOM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29991868732+0","Y","2009-03-27"
"C00236414","AEGON USA, LLC/TRANSAMERICA CORPORATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12950175694+0","Y","2012-01-20"
"C00236414","AEGON USA, LLC/TRANSAMERICA CORPORATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11952513602+0","Y","2011-10-06"
"C00236414","AEGON USA, LLC/TRANSAMERICA CORPORATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11990228315+0","Y","2011-02-18"
"C00236414","AEGON USA, LLC/TRANSAMERICA CORPORATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29935524909+0","Y","2009-12-01"
"C00422824","AEROFLEX INCORPORATED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_14974204518+0","Y","2014-09-23"
"C00422824","AEROFLEX INCORPORATED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13962168153+0","Y","2013-05-07"
"C00422824","AEROFLEX INCORPORATED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13940011920+0","Y","2013-01-03"
"C00422824","AEROFLEX INCORPORATED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13940011916+0","Y","2013-01-03"
"C00422824","AEROFLEX INCORPORATED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_10930679320+0","Y","2010-05-11"
"C00422824","AEROFLEX INCORPORATED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933410683+0","Y","2009-04-06"
"C00129122","AEROJET ROCKETDYNE, INC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_201512309004424979+0","Y","2015-12-30"
"C00129122","AEROJET ROCKETDYNE, INC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_14952624754+0","","2014-11-26"
"C00129122","AEROJET ROCKETDYNE, INC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_14952578823+0","","2014-11-11"
"C00129122","AEROJET ROCKETDYNE, INC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_10930465785+0","","2010-03-31"
"C00409029","AERONAUTICAL REPAIR STATION ASSOCIATION POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29933395664+0","Y","2009-03-24"
"C00464453","AEROSPACE INDUSTRIES ASSOCIATION OF AMERICA INC POLITICAL ACTION COMMITTEE (AIAPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_29030130810+0","Y","2009-07-27"
"C00507962","AES CORPORATION POLITICAL ACTION COMMITTEE; THE","http://docquery.fec.gov/cgi-bin/fecimg/?_11030700077+0","Y","2011-12-19"
"C00507962","AES CORPORATION POLITICAL ACTION COMMITTEE; THE","http://docquery.fec.gov/cgi-bin/fecimg/?_11030700070+0","Y","2011-12-19"
"C00181826","AETNA INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_201602119008455642+0","Y","2016-02-11"
"C00181826","AETNA INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13962417547+0","Y","2013-05-15"
"C00181826","AETNA INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950035028+0","Y","2012-01-06"
"C00181826","AETNA INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10931262911+0","Y","2010-09-15"
"C00181826","AETNA INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29991791466+0","Y","2009-03-25"
"C00248245","AFFILIATED COMPUTER SERVICES INC. GOOD GOVERNMENT COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10991260639+0","Y","2010-10-10"
"C00248245","AFFILIATED COMPUTER SERVICES INC. GOOD GOVERNMENT COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990828638+0","Y","2010-07-06"
"C00248245","AFFILIATED COMPUTER SERVICES INC. GOOD GOVERNMENT COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990432708+0","Y","2010-04-08"
"C00248245","AFFILIATED COMPUTER SERVICES INC. GOOD GOVERNMENT COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10930329334+0","Y","2010-02-16"
"C00248245","AFFILIATED COMPUTER SERVICES INC. GOOD GOVERNMENT COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29933396735+0","Y","2009-03-25"
"C00003806","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_201512029004124634+0","Y","2015-12-02"
"C00003806","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13961230430+0","Y","2013-03-28"
"C00003806","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10930859065+0","Y","2010-06-28"
"C00003806","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29992843454+0","Y","2009-09-24"
"C00003806","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29933625828+0","Y","2009-04-30"
"C00003806","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29933396486+0","Y","2009-03-25"
"C00034157","AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_15950008673+0","Y","2015-01-07"
"C00034157","AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_29992014865+0","Y","2009-04-21"
"C00264770","AGRICULTURAL RETAILERS ASSOCIATION POLITICAL ACTION COMMITTE","http://docquery.fec.gov/cgi-bin/fecimg/?_15970264668+0","Y","2015-02-12"
"C00264770","AGRICULTURAL RETAILERS ASSOCIATION POLITICAL ACTION COMMITTE","http://docquery.fec.gov/cgi-bin/fecimg/?_15950003913+0","Y","2015-01-05"
"C00264770","AGRICULTURAL RETAILERS ASSOCIATION POLITICAL ACTION COMMITTE","http://docquery.fec.gov/cgi-bin/fecimg/?_10930894868+0","Y","2010-07-13"
"C00264770","AGRICULTURAL RETAILERS ASSOCIATION POLITICAL ACTION COMMITTE","http://docquery.fec.gov/cgi-bin/fecimg/?_29933366233+0","Y","2009-03-19"
"C00100974","AIR CONDITIONING CONTRACTORS OF AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29992209617+0","Y","2009-06-04"
"C00100974","AIR CONDITIONING CONTRACTORS OF AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933399824+0","Y","2009-03-27"
"C00035451","AIR LINE PILOTS ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11990034935+0","Y","2011-01-06"
"C00035451","AIR LINE PILOTS ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29991878451+0","Y","2009-04-06"
"C00035451","AIR LINE PILOTS ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933353344+0","Y","2009-03-16"
"C00127258","AIR PRODUCTS AND CHEMICALS, INC. POLITICAL ALLIANCE","http://docquery.fec.gov/cgi-bin/fecimg/?_12952584630+0","Y","2012-07-23"
"C00127258","AIR PRODUCTS AND CHEMICALS, INC. POLITICAL ALLIANCE","http://docquery.fec.gov/cgi-bin/fecimg/?_29933358917+0","Y","2009-03-17"
"C00127258","AIR PRODUCTS AND CHEMICALS, INC. POLITICAL ALLIANCE","http://docquery.fec.gov/cgi-bin/fecimg/?_29991759571+0","Y","2009-03-17"
"C00570655","AIR-CONDITIONING, HEATING, AND REFRIGERATION INSTITUTE PAC (AHRI-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14031341898+0","Y","2014-11-25"
"C00421230","AIRBUS GROUP, INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_201602119008455380+0","Y","2016-02-11"
"C00421230","AIRBUS GROUP, INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_201507209000301971+0","Y","2015-07-20"
"C00421230","AIRBUS GROUP, INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_14960572214+0","Y","2014-04-01"
"C00421230","AIRBUS GROUP, INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_14960497110+0","Y","2014-03-12"
"C00421230","AIRBUS GROUP, INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13944256068+0","Y","2013-12-20"
"C00421230","AIRBUS GROUP, INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12971212236+0","Y","2012-05-10"
"C00421230","AIRBUS GROUP, INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11971815192+0","Y","2011-11-04"
"C00421230","AIRBUS GROUP, INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11932170279+0","Y","2011-08-11"
"C00421230","AIRBUS GROUP, INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933395694+0","Y","2009-03-24"
"C00114694","AIRLINES FOR AMERICA (A4A) POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950047836+0","Y","2012-01-10"
"C00114694","AIRLINES FOR AMERICA (A4A) POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29993312016+0","Y","2009-11-06"
"C00280008","AKERMAN LLP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13942250957+0","Y","2013-11-04"
"C00280008","AKERMAN LLP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13961139594+0","Y","2013-03-08"
"C00280008","AKERMAN LLP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933387074+0","Y","2009-03-23"
"C00104901","AKIN GUMP STRAUSS HAUER & FELD LLP CIVIC ACTION COMMITTEE (AKA AGSH&F CIVIC ACTION COMMITT","http://docquery.fec.gov/cgi-bin/fecimg/?_29933363521+0","Y","2009-03-18"
"C00530295","ALABAMA CONGRESSIONAL CAMPAIGNS VICTORY FUND FEDERAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12030890637+0","Y","2012-09-24"
"C00538207","ALABAMA CONGRESSIONAL CAUCUS","http://docquery.fec.gov/cgi-bin/fecimg/?_12030960607+0","Y","2012-11-13"
"C00537100","ALABAMA DEMOCRATIC EXECUTIVE BOARD","http://docquery.fec.gov/cgi-bin/fecimg/?_12030961871+0","Y","2012-11-13"
"C00533323","ALABAMA DEMOCRATIC LEADERSHIP FEDERAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12030932987+0","Y","2012-10-22"
"C00595769","ALABAMA GOVERNMENT RELATIONS BUREAU","http://docquery.fec.gov/cgi-bin/fecimg/?_201512119004175885+0","Y","2015-12-11"
"C00077305","ALABAMA POWER CO EMPLOYEES FEDERAL POLITICAL ACTION CMTE (APC EMPLOYEES FEDERAL PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_29991791316+0","Y","2009-03-25"
"C00539338","ALABAMA REPUBLICAN EXECUTIVE BOARD","http://docquery.fec.gov/cgi-bin/fecimg/?_12030961222+0","Y","2012-11-15"
"C00534305","ALABAMA REPUBLICAN LEADERSHIP FEDERAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12030941420+0","Y","2012-10-31"
"C00511014","ALABAMA RETAIL ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13940697466+0","Y","2013-05-13"
"C00511014","ALABAMA RETAIL ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13940697462+0","Y","2013-05-13"
"C00511014","ALABAMA RETAIL ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12030720937+0","","2012-01-23"
"C00535344","ALABAMA SENATORIAL CAUCUS","http://docquery.fec.gov/cgi-bin/fecimg/?_12030944915+0","Y","2012-11-02"
"C00024349","ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_15951095695+0","Y","2015-03-25"
"C00024349","ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14940553167+0","Y","2014-03-11"
"C00024349","ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14960495195+0","Y","2014-03-11"
"C00024349","ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13964831031+0","Y","2013-11-18"
"C00024349","ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13961132171+0","Y","2013-03-07"
"C00024349","ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11971741076+0","Y","2011-10-20"
"C00024349","ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11952501660+0","","2011-10-04"
"C00024349","ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29933475983+0","","2009-04-09"
"C00530303","ALASKA CONGRESSIONAL CAMPAIGNS VICTORY FUND FEDERAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12030890643+0","Y","2012-09-24"
"C00538199","ALASKA CONGRESSIONAL CAUCUS","http://docquery.fec.gov/cgi-bin/fecimg/?_12030960613+0","Y","2012-11-13"
"C00537118","ALASKA DEMOCRATIC EXECUTIVE BOARD","http://docquery.fec.gov/cgi-bin/fecimg/?_12030961877+0","Y","2012-11-13"
"C00533331","ALASKA DEMOCRATIC LEADERSHIP FEDERAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12030932993+0","Y","2012-10-22"
"C00595777","ALASKA GOVERNMENT RELATIONS BUREAU","http://docquery.fec.gov/cgi-bin/fecimg/?_201512119004175889+0","Y","2015-12-11"
"C00539346","ALASKA REPUBLICAN EXECUTIVE BOARD","http://docquery.fec.gov/cgi-bin/fecimg/?_12030961228+0","Y","2012-11-15"
"C00534321","ALASKA REPUBLICAN LEADERSHIP FEDERAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12030941432+0","Y","2012-10-31"
"C00535336","ALASKA SENATORIAL CAUCUS","http://docquery.fec.gov/cgi-bin/fecimg/?_12030944921+0","Y","2012-11-02"
"C00321505","ALCATEL-LUCENT USA INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13941838290+0","Y","2013-10-16"
"C00321505","ALCATEL-LUCENT USA INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13964439049+0","Y","2013-07-23"
"C00321505","ALCATEL-LUCENT USA INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11990200779+0","Y","2011-02-07"
"C00321505","ALCATEL-LUCENT USA INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11990068107+0","Y","2011-01-19"
"C00321505","ALCATEL-LUCENT USA INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10991830157+0","Y","2010-11-12"
"C00321505","ALCATEL-LUCENT USA INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10930727425+0","Y","2010-05-19"
"C00321505","ALCATEL-LUCENT USA INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29991785939+0","Y","2009-03-23"
"C00501106","ALCOA INC. EMPLOYEES' VOLUNTARY FEDERAL POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14941281934+0","Y","2014-06-04"
"C00501106","ALCOA INC. EMPLOYEES' VOLUNTARY FEDERAL POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13964870909+0","Y","2013-12-05"
"C00501106","ALCOA INC. EMPLOYEES' VOLUNTARY FEDERAL POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11030654472+0","Y","2011-08-26"
"C00552679","ALCOA INC. EMPLOYEES' VOLUNTARY STATE AND FEDERAL POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14941281939+0","Y","2014-06-04"
"C00552679","ALCOA INC. EMPLOYEES' VOLUNTARY STATE AND FEDERAL POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13031142053+0","Y","2013-11-25"
"C00471169","ALEXION PHARMACEUTICALS INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29030193057+0","Y","2009-11-24"
"C00431247","ALION SCIENCE AND TECHNOLOGY CORPORATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933383776+0","Y","2009-03-20"
"C00525063","ALKERMES, INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12030851250+0","Y","2012-07-17"
